x1,x2,label
-1.340828993074206998,-0.939813468304679933,0
2.692093114619679817,-2.122622733940625395,1
-5.319291066657227951,-2.744186019504565976,0
-5.713281919840208722,1.055619356016849419,0
6.473869694918798601,-1.861193453359583527,1
1.001169767236560926,-5.441251708573142665,1
3.587770048025051395,-1.687002183042445091,1
-5.278714463225719022,4.906801761987833466,0
4.456376348323649594,-1.734576240062447594,1
-6.191727515866688236,0.626691499388845941,0
-8.006934524388352514,2.380626771805822273,0
-6.151291292236019892,-0.367277506219882088,0
-1.167500680754075759,-3.730369457564626678,0
-1.369308371970229032,2.209427164498639407,0
-1.484766460729705528,0.255129971772953379,0
6.643006650373393995,-2.948335338954383378,1
-4.168927576833105775,3.895612976998748422,0
1.969393427395907725,-3.238666906044211036,1
7.318855150798651898,-0.067792793905397719,1
-6.083143258026876943,0.846023702876003147,0
0.845807292042502823,-1.274517830786725092,1
-4.267718326707933052,-1.928404858038455849,0
6.548036869677368088,-4.200457798106928209,1
-3.916925844834250547,-0.673907813756920548,0
-4.937410056623900978,3.903938068030475605,0
-5.591716289288536146,-1.291147663184998962,0
-6.611198174243983594,1.343500874037293791,0
-4.767513402453580795,-2.179063174256733681,0
-8.809538965885426620,-0.031550159706812853,0
4.469980425441521632,-2.594142383118123618,1
-5.813471183666520936,5.100571063996961030,0
4.177776769492335340,1.495041999521847131,1
-11.308209916759318858,3.220016438699864647,0
-1.020162826893010077,4.346252614133375936,0
-6.870678700047549547,-2.293972070694644039,0
-8.020765817635481909,3.007148607662466944,0
0.036408027360242734,3.864970194686413674,0
-0.824586601305179911,-1.741870546143676313,1
3.020507250364646623,-7.639296413100018057,1
4.784292899174466207,-1.001149214449745806,1
-4.711661165283407726,0.713399998959915127,0
4.779945940792539538,-5.016910845787128537,1
-7.269779768178253221,3.589631654965313778,0
-9.143142629762426310,2.271888141133524996,0
0.310099470586798542,-5.551112394648361814,1
6.594402126843612599,-2.352628633111039314,1
2.831940549225408610,-1.783248176564068199,1
4.610449706525039382,-8.309793675126421419,1
6.076429355165491764,-5.067870243015752507,1
6.061109177923748703,-4.107165771937504317,1
-5.319789893512967716,0.185904493072666321,0
-5.365948583470088629,6.124477485312533886,0
-4.193421110261851936,-0.423259381859581119,1
2.250833965027612127,0.483416677765219127,1
4.855637770733745029,-4.710814702641824780,1
5.678918115159754976,-6.000603284037913987,1
9.969001142955473682,-2.427929695725357107,1
-0.492545145208353574,-3.989261767613493603,1
2.408548878721286979,-2.830556183520373636,1
-4.015703023126202531,0.547509899415678625,0
3.060038687555941994,-8.922438804284723801,1
-2.473161631221168832,2.206879672049192109,1
4.578547892898214400,-1.850465480440648403,1
-0.400276920004266401,-4.980648202476638531,1
-11.472556193616913589,-0.723220190376478556,0
-7.903318386197810241,1.926260667988688668,0
-8.704459747697324445,-3.936516549947778998,0
4.253285970105050495,-5.885244582809904479,1
-6.263707167843744372,4.964223803549923986,0
-4.771591121750040188,5.275357327826857734,0
-2.042914911005290435,0.351865914654487244,0
6.850923927717507134,-2.811189397724848327,1
1.518677295492927293,0.185816169175108126,1
3.683258367342621131,0.966285160768642903,1
0.189720419481861136,-2.417926877277812636,1
-9.396994960663235474,-3.476090612118056811,0
2.195630096507705353,-9.057193914885921515,1
4.762571784368332395,3.577360117306354503,1
4.461695170393181975,-3.335857249754126563,1
7.223259519543725027,-2.261895810584646949,1
4.113780173160806797,-1.356322902485165738,1
-3.135973425286676441,0.954672461460280286,0
7.979908825538610806,-7.223202525607725910,1
-7.328908789886831698,1.356044435377499635,0
0.361637231548051385,-3.941503561362339259,1
-5.772986193218286211,3.593931529433534777,0
-5.789414015881292563,-0.189476439068466451,0
4.875666466031071344,-6.496099874056007195,1
-0.142852818913425494,-1.958330077846806017,1
-7.121995326362304368,4.019406597310483775,0
3.193072461158491748,-3.350033567527122891,1
-10.049836793503819976,-3.867371041403256271,0
-7.354388436266752649,-1.170798139676937577,0
3.368657868555233303,-2.411490058572354656,1
0.668040495400469503,-3.840253741164056933,0
-5.003167554811934536,-2.101348661341784663,0
-0.789962351071347157,4.868541610130343145,0
-5.939504823045819393,1.442984190811395173,0
6.742753327140728281,-0.983730311754438702,1
-5.439826007759421600,3.322775754108783453,0
