x1,x2,label
2.722420771117863847,3.616345294884467876,0
5.464487749773329739,3.191226337788863443,0
-4.329809461224172651,-3.514539319287174557,1
1.746606550087104415,2.200124042986336903,0
7.138781123336982226,5.789745432098420963,0
6.567022209428762025,0.591801987581239697,0
-4.282393998212042696,-0.302865924674354858,1
1.136727622100919710,0.501362836665673939,0
-9.975416428814705583,1.664013673077290090,1
5.239719271310375959,2.877616886910550953,0
2.613950743063412574,4.410189824982955642,0
3.995266412673820877,2.237097542321236254,0
2.355606542583132956,4.528732999526088321,0
5.346961209034811091,-0.180762486495852137,0
-5.191843083980533180,0.308367983013252189,1
-3.875052638171247121,0.570741472298939012,1
7.141389358697437295,-2.794978438807645738,0
1.483631588233878196,-0.912425078346663643,0
-2.338569282110259717,-0.066217271812208933,1
2.047532683675299392,-2.140509121084789967,0
1.799041282577344303,1.968256715856287808,0
-2.843376360832953864,-2.830220423683822428,1
-6.161822632082263773,-1.396154469286408295,1
-4.355388969285722389,0.495979467362133886,1
-4.568175633367527411,-0.674436615311486798,1
4.206281011338132814,-0.400090647949038924,0
-6.215803011976681169,1.499906078167361434,1
0.885920555012942090,3.829803632082131148,0
3.121397539679461097,0.643934626440154201,0
4.784886897581388965,4.281187422999670034,0
-7.967852658401730181,0.531313686989397960,1
2.676282190136087369,-0.377100709264687861,0
-7.550117907713997489,-0.241901298847138180,1
-6.977708436285108284,4.309305248556997370,1
2.848056861512488158,3.211000930241910467,0
-9.234053357724780753,-0.643273881655258228,1
-7.547362278185511641,0.607904926424064129,1
-7.856487126400875098,3.216217554986705807,1
-7.264590705323533015,-2.318240821578217314,1
-8.493660769190176651,1.384182204145345541,1
3.902454242445172028,-0.679529050887150543,0
4.339254815563600154,2.065552934509938154,0
5.497802211433033825,0.447469539814267403,0
-4.856523937983309835,0.229580132577261342,1
2.539110650205814945,1.950747839294421526,0
-2.786355892228611353,2.326489486867068468,1
3.459031492414744946,-1.284386817956113980,0
1.638205903195417479,3.080099279999636064,0
3.943211109066647957,2.673414326297236965,0
4.869343668730579999,4.750340871106032203,0
-6.079154798369896362,1.827669165151161401,1
0.595433332636225554,2.103910540661309447,0
2.801496749209775317,1.793036578783960167,0
1.821892782098161412,4.925029382891488616,0
-3.699880441135881881,1.694681340443409123,1
1.907736382459913616,4.314219805159969390,0
5.297515847407735734,7.632901003373370408,0
-8.016895623296788287,-0.180377374598986451,1
2.134018061628937701,4.455562789753605202,0
-0.228332032185319722,4.849514323853787445,0
5.652582045775941921,3.368012397198297148,0
1.713445183690254447,3.241050544605485140,0
-2.063949102066282570,-0.363754758007244439,1
-10.524047288973852332,-1.723794806854666684,1
6.176430656300349042,3.676227759177971954,0
1.924155334378643056,3.153823109247299250,0
-2.102622226229603264,1.891463810726749628,1
-6.871205940243787502,1.279353357164129346,1
-7.906091798836897055,1.878538050831209283,1
-7.309700446047624922,2.010248697778173721,1
5.496952148109607528,0.144807346500846368,0
4.587435980890131937,1.278570942210580208,0
-7.366289684163684903,-2.621503808107053413,1
-4.418760760402205001,4.244352911901199121,1
