x1,x2,label
4.148449748155552008,-5.349373873960868053,1
-6.948623942315411917,9.261384080094092752,0
-5.837256039557852993,10.588704071731596557,0
-5.734435901598429197,0.614201160084101083,2
2.829649796673451956,-4.040702364795070167,1
-4.701120134863366218,7.904347583018204837,0
-6.723581425099839137,-1.561495931685852989,2
-5.538625893350698881,8.901553823281551203,0
-7.661312797746120395,11.064073648658292015,0
-7.780337288104758997,-2.113026418071310975,2
-7.485382122696715435,-1.580098976685598622,2
-7.087185252163936688,9.380240253916392490,0
1.477723534621876889,-6.329760642842199303,1
-9.861403241650323892,-0.054067835065446657,2
-8.502414836570133971,-1.281902045571087001,2
-10.027836464741268330,-2.110474000953927565,2
-8.408601593049825240,-0.223887304263499454,2
1.623635033791369198,-8.503638423414789926,1
-8.234361113527540965,-1.446684280329428640,2
-8.063388395839373501,-1.053514394372854213,2
-6.604655270606238915,8.870702085363257439,0
-8.130861030342057205,-0.811134444293861057,2
2.304360725181270997,-7.171320347659694505,1
2.603391088160579514,-7.278294881223433599,1
3.573209580158506427,-5.248916913668423057,1
-6.260350709373430966,9.872032298953048013,0
-6.169842903152523483,9.898783274440004831,0
2.704648345289676570,-7.221299049025042827,1
-6.900245700121034886,-1.474475189914024043,2
-6.670139321854079206,-1.834269335625972497,2
-6.104004106432753041,7.977861601500288558,0
2.163415655412770366,-10.240368425273461028,1
-6.358922324100309886,-1.296774758442174047,2
-8.023367324539528056,0.609490911386624701,2
-5.918143681018027458,0.981971967669128087,2
-7.225550356404579766,-2.628223309805870045,2
2.151111404563553986,-6.790125514745523283,1
3.838946663830488326,-6.601474501796658068,1
-5.118252592885616181,-0.318139565493968934,2
2.412808776053202653,-5.642346665862779886,1
3.480843302089457136,-6.903886523135117415,1
1.898515069672897404,-7.416350913629974784,1
-8.624125333286997375,-1.999065558380551444,2
1.018158893453723568,-6.721062361747061509,1
-6.635357315932235878,-0.825985121839138969,2
3.233541419811754913,-5.757202358778566342,1
2.423680233443696874,-6.429004027814778865,1
-7.810945184095410276,-0.543006655318321041,2
-6.680402206551326216,-1.575348939058817566,2
-8.069978123318449548,-1.564766451766701927,2
2.322955353468475703,-5.988566453595876027,1
-7.038053842693351214,9.964886711293537758,0
1.214105072757261539,-6.990058420542746731,1
2.716773457712420736,-7.018445543880305948,1
-5.818517470385310197,-2.876942868052527302,2
-4.332226141788490636,9.098107690613684184,0
-5.071377356702516437,7.978969533541629744,0
5.236707747186979844,-6.183426662690854059,1
-6.077009885746759821,9.330922076127645681,0
-6.571421939590956995,-0.461834228383320555,2
0.739373802721210005,-6.198838794325117085,1
-6.252670520984439761,-0.886536891780746905,2
